refno,material,property_name,property_value,property_unit,Has material been reported to be superconducting?,What is the highest measured Tc?,What is the lowest temp for measurement at which material was not superconducting?,file
SST0090297,Bi1.95Sr1.55La0.5Cu1O6+z,tc,29.2,K,Yes,29.2,,
SST0090297,Bi1.95Sr1.55Pr0.5Cu1O6+z,tc,27.1,K,Yes,27.1,,
SST0090297,Bi1.95Sr1.65La0.4Cu1F0.2O6,tc,30.1,K,Yes,30.1,,
SST0090297,Bi1.95Sr1.65La0.4Cu1F0.4O5.8,tc,29.0,K,Yes,29,,
SST0090297,Bi1.95Sr1.65La0.4Cu1F0.6O5.6,tc,25.1,K,Yes,25.1,,
SST0090297,Bi1.95Sr1.65La0.4Cu1F0.8O5.4,tc,13.0,K,Yes,13,,
PHC2250173,Bi1.95Sr1.65La0.4Cu1O4,tc,36.0,K,Yes,36,,
PHC2280401,Bi1.95Sr1.65La0.4Cu1O6+z,tc,15.0,K,Yes,15,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.2,tc,30.5,K,Yes,30.5,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.28,tc,32.6,K,Yes,32.6,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.298,tc,34.0,K,Yes,34,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.311,tc,35.5,K,Yes,35.5,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.334,tc,30.5,K,Yes,30.5,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.343,tc,26.5,K,Yes,26.5,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.347,tc,24.0,K,Yes,24,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.36,tc,23.0,K,Yes,23,,
SST0090297,Bi1.95Sr1.65La0.4Cu1O6.414,tc,10.4,K,Yes,10.4,,
PHC2250173,Bi1.95Sr1.65Nd0.4Cu1O4,tc,35.0,K,Yes,35,,
SST0090297,Bi1.95Sr1.65Nd0.4Cu1O6+z,tc,27.4,K,Yes,27.4,,
PHC2250173,Bi1.95Sr1.65Pr0.4Cu1O4,tc,35.0,K,Yes,35,,
SST0090297,Bi1.95Sr1.65Pr0.4Cu1O6+z,tc,30.1,K,Yes,30.1,,
SST0090297,Bi1.95Sr1.65Sm0.4Cu1O6+z,tc,19.5,K,Yes,19.5,,
PHC2250173,Bi1.95Sr1.75La0.3Cu1O4,tc,33.0,K,Yes,33,,
SST0090297,Bi1.95Sr1.75La0.3Cu1O6+z,tc,31.1,K,Yes,31.1,,
SST0090297,Bi1.95Sr1.75La0.4Cu1O6+z,tc,33.1,K,Yes,33.1,,
PHC2250173,Bi1.95Sr1.75Nd0.3Cu1O4,tc,30.0,K,Yes,30,,
PHC2250173,Bi1.95Sr1.75Pr0.3Cu1O4,tc,32.0,K,Yes,32,,
SST0090297,Bi1.95Sr1.75Pr0.3Cu1O6+z,tc,26.1,K,Yes,26.1,,
PHC2250173,Bi1.95Sr1.85La0.2Cu1O4,tc,27.0,K,Yes,27,,
SST0090297,Bi1.95Sr1.85La0.2Cu1O6+z,tc,22.1,K,Yes,22.1,,
PHC2250173,Bi1.95Sr1.85Nd0.2Cu1O4,tc,26.0,K,Yes,26,,
PHC2250173,Bi1.95Sr1.85Pr0.2Cu1O4,tc,28.0,K,Yes,28,,
SST0090297,Bi1.95Sr1.85Pr0.2Cu1O6+z,tc,21.0,K,Yes,21,,
P072014504,Bi1.95Sr1.92La0.1Cu1.03O6+z,tc,8.5,K,Yes,8.5,,P072014504
PRB0389272,Bi1.95Sr2Ca2Cu3OZ,tc,58.0,K,Yes,58,,
P072014504,Bi1.96Sr1.66La0.31Cu1.01O6+z,tc,17.0,K,Yes,17,,P072014504
P072014504,Bi1.97Sr1.44La0.56Cu1.04O6+z,tc,8.0,K,Yes,8,,P072014504
P072014504,Bi1.97Sr1.56La0.45Cu1.02O6+z,tc,13.0,K,Yes,13,,P072014504
P072014504,Bi1.98Sr1.21La0.78Cu1.03O6+z,tcn,4.0,K,No,,4,P072014504
PRB081184509,Bi1.98Sr2.06Y0.68Cu2O8+z,tc,8.0,K,Yes,8,,PRB081184509
P072014504,Bi1.99Sr1.66La0.33Cu1.01O6+z,tc,18.5,K,Yes,18.5,,P072014504
SSC1010617,Bi1.9Cd0.1Sr2Ca1Cu2Oz,tc,60.0,K,Yes,60,,
PHC1990333,Bi1.9Ge0.1Sr2Ca2Cu3OZ,tc,100.25,K,Yes,100.25,,
PHC1990333,Bi1.9In0.1Sr2Ca2Cu3OZ,tc,95.5,K,Yes,95.5,,
PHC1780110,Bi1.9Pb0.1Sr1.9La0.1Cu1OY,tc,16.0,K,Yes,16,,
PR0460463,Bi1.9Pb0.1Sr2Ca1Cu2O8+Z,tc,88.3,K,Yes,88.3,,
PHC2000215,Bi1.9Pb0.1Sr2Ca1Cu2O8.2,tc,73.5,K,Yes,73.5,,
PHC1990333,Bi1.9Pb0.1Sr2Ca2Cu3OZ,tc,106.5,K,Yes,106.5,,
PR0416418,Bi1.9Pb0.2Sr1.9Cu1OY,tc,4.7,K,Yes,4.7,,
P064092510,Bi1.9Pb0.5Sr2Ca2Cu3O10+z,tc,110.0,K,Yes,110,,
PHC1990333,Bi1.9Pr0.1Sr2Ca2Cu3OZ,tc,97.0,K,Yes,97,,
PHC1990333,Bi1.9Sb0.1Sr2Ca2Cu3OZ,tc,99.0,K,Yes,99,,
PHC1990333,Bi1.9Sn0.1Sr2Ca2Cu3OZ,tc,109.5,K,Yes,109.5,,
PR05914080,Bi1.9Sr1.7Ca0.9Cu2OZ,tc,73.3,K,Yes,73.3,,
PRB0389272,Bi1.9Sr2Ca2Cu3Pb0.3OZ,tc,104.0,K,Yes,104,,
ACS1355372,Bi12S11O18,tc,4.0,K,Yes,4,,
CAL0330027,Bi14Rh3,tc,2.85,K,Yes,2.85,,
606,Bi1C1,tcn,0.3,K,No,,0.3,
SSC0660393,Bi1Ca1Sr1Cu2Oz,tc,75.0,K,Yes,75,,
11,Bi1Ce1,tcn,1.28,K,No,,1.28,
606,Bi1Co1,tc,0.49,K,Yes,0.49,,
606,Bi1Cr1,tcn,0.3,K,No,,0.3,
PHC470S356,Bi1Cu0.9S1O1,tc,5.8,K,Yes,5.8,,PHC470S356
11,Bi1Cu1Mg1,tcn,1.28,K,No,,1.28,
606,Bi1Fe1,tcn,0.3,K,No,,0.3,
SSC0810109,Bi1Ga1Sr1.8Ca1.2Cu2O8,tc,24.8,K,Yes,24.8,,
PRB095014507,Bi1La1,tc,7.2,K,Yes,7.2,,PRB095014507
LES0550103,Bi1La2,tc,0.76,K,Yes,0.76,,
LES0550103,Bi1La4Pb2,tc,2.5,K,Yes,2.5,,
606,Bi1Mn1,tcn,0.3,K,No,,0.3,
11,Bi1Mo1,tcn,1.28,K,No,,1.28,
606,Bi1Os1,tcn,0.3,K,No,,0.3,
PR0438686,Bi1Pb1Sr0.12Pr0.12Cu1O6,tc,11.0,K,Yes,11,,
PR0438686,Bi1Pb1Sr0.2Pr0.2Cu1O6,tc,15.0,K,Yes,15,,
PR0438686,Bi1Pb1Sr0.3Pr0.3Cu1O6,tc,14.0,K,Yes,14,,
PR0438686,Bi1Pb1Sr1.26La0.26Cu1O6,tc,26.0,K,Yes,26,,
PR0438686,Bi1Pb1Sr1.2La0.2Cu1O6,tc,24.0,K,Yes,24,,
PR0438686,Bi1Pb1Sr1.5La0.5Cu1O6,tc,16.3,K,Yes,16.3,,
PHC1790405,Bi1Pb1Sr1.6La0.4Cu1O6.065,tc,19.8,K,Yes,19.8,,
PHC1670020,Bi1Pb1Sr2Co1O6,tcn,4.2,K,No,,4.2,
PHC1670020,Bi1Pb1Sr2Mn1O6,tcn,4.2,K,No,,4.2,
PR0438686,Bi1Pb1Sr2Y0.3Ca0.7Cu2O8,tc,75.0,K,Yes,75,,
PR0438686,Bi1Pb1Sr2Y0.4Ca0.6Cu2O8,tc,79.5,K,Yes,79.5,,
PR0438686,Bi1Pb1Sr2Y0.5Ca0.5Cu2O8,tc,85.0,K,Yes,85,,
PR0438686,Bi1Pb1Sr2Y0.65Ca0.35Cu2O8,tc,76.0,K,Yes,76,,
PR0438686,Bi1Pb1Sr2Y0.6Ca0.4Cu2O8,tc,83.0,K,Yes,83,,
PHC2200265,Bi1Pb1Sr2Y1.65Ce0.35Cu2O10+z,tc,25.0,K,Yes,25,,
PRB084064518,Bi1Pd1,tc,3.8,K,Yes,3.8,,
606,Bi1Re2,tc,2.2,K,Yes,2.2,,
606,Bi1Ru1,tc,5.7,K,Yes,5.7,,
606,Bi1S1,tcn,0.3,K,No,,0.3,
11,Bi1Sb1,tcn,1.28,K,No,,1.28,
PRB100094525,Bi1Sb1Te2Se1,tc,2.4,K,Yes,2.4,,
606,Bi1Sc1,tcn,0.3,K,No,,0.3,
PR0410842,Bi1Sr1Ca1Cu1O1,tc,110.0,K,Yes,110,,
PRB0389205,Bi1Sr1Ca1Cu2OX,tc,110.0,K,Yes,110,,
JJP0270661,Bi1Sr1Ca1Cu2Oz,tc,110.0,K,Yes,110,,
JJP0262080,Bi1Sr1Cu1OX,tc,6.5,K,Yes,6.5,,
PRB093100504,Bi1Te1Cl1,tc,6.93,K,Yes,6.93,,PRB093100504
PCS1280211,Bi1Te1I1,tc,5.39,K,Yes,5.39,,
JP00901105,Bi1V1Sr2Ca2Cu3O10+z,tc,15.0,K,Yes,15,,
606,Bi1W1,tcn,0.3,K,No,,0.3,
606,Bi1Zr3,tc,2.84,K,Yes,2.84,,
SSC0870425,Bi2.01Sr1.93Ca0.79Y0.24Cu1.94OZ,tc,85.0,K,Yes,85,,
SSC0870425,Bi2.02Sr1.81Ca0.74Y0.37Cu1.93OZ,tc,80.0,K,Yes,80,,
P072014504,Bi2.02Sr1.82La0.15Cu1.02O6+z,tc,11.0,K,Yes,11,,P072014504
P072014504,Bi2.03Sr1.72Cu1.25O6+z,tc,6.0,K,Yes,6,,P072014504
PR05103993,Bi2.03Sr2Ca0.9Cu2Ox,tc,85.5,K,Yes,85.5,,
PR0416418,Bi2.05Pb0.05Sr1.9Cu1OY,tc,9.4,K,Yes,9.4,,
PHC2230057,Bi2.05Pb0.05Sr1.9Cu1Oz,tc,10.5,K,Yes,10.5,,
PHC2640220,Bi2.11Sr1.89Cu1O6+z,tc,8.5,K,Yes,8.5,,
PHC2351761,Bi2.12Sr1.71Ca1.22Cu1.95OZ,tc,85.1,K,Yes,85.1,,
PRB03811942,Bi2.15Sr1.68Ca1.17Cu2O8,tc,80.0,K,Yes,80,,
PRB0389272,Bi2.15Sr1.68Ca1.17Cu2OZ,tc,68.0,K,Yes,68,,
PR0450527,Bi2.15Sr1.85Cu1O5.4+Z,tc,6.0,K,Yes,6,,
PHC2640220,Bi2.15Sr1.85Cu1O6+z,tc,6.5,K,Yes,6.5,,
PR04913119,Bi2.15Sr1.85Cu1O6.18,tcn,14.0,K,No,,14,
PR0466422,Bi2.15Sr1.8Ca1Cu2O8.15,tc,93.0,K,Yes,93,,
PRB089214516,Bi2.15Sr1.9Cu1O6+z,tc,4.3,K,Yes,4.3,,PRB089214516
SSC0870425,Bi2.19Sr2Ca0.81Cu1.93OZ,tc,89.0,K,Yes,89,,
JJP046L167,Bi2.1Sr0.5Ca1.4Cu1O6+z,tc,73.9,K,Yes,73.9,,
JJP046L167,Bi2.1Sr0.7Ca1.2Cu1O6+z,tc,75.0,K,Yes,75,,
JJP046L167,Bi2.1Sr0.95Ca0.95Cu1O6+z,tc,74.8,K,Yes,74.8,,
JJP046L167,Bi2.1Sr0.9Ca1Cu1O6+z,tc,74.6,K,Yes,74.6,,
JJP046L167,Bi2.1Sr1.1Ca0.8Cu1O6+z,tc,77.4,K,Yes,77.4,,
JJP046L167,Bi2.1Sr1.3Ca0.6Cu1O6+z,tc,77.8,K,Yes,77.8,,
JJP046L167,Bi2.1Sr1.5Ca0.4Cu1O6+z,tc,83.0,K,Yes,83,,
JJP046L167,Bi2.1Sr1.7Ca0.2Cu1O6+z,tc,79.2,K,Yes,79.2,,
PR05914080,Bi2.1Sr1.7Ca0.9Cu2OZ,tc,85.0,K,Yes,85,,
PR05311825,Bi2.1Sr1.7Ca1.1Cu2OZ,tc,85.5,K,Yes,85.5,,
PR05311825,Bi2.1Sr1.7Ca1.1Cu2Oz,tc,94.0,K,Yes,94,,
PHC2320269,Bi2.1Sr1.85Cu1O6-z,tc,7.05,K,Yes,7.05,,
PHC3700044,Bi2.1Sr1.8Ca1Cu1.96Co0.04O8,tc,73.0,K,Yes,73,,
PHC3700044,Bi2.1Sr1.8Ca1Cu1.982Zn0.018O8,tc,83.0,K,Yes,83,,
PR0506929,Bi2.1Sr1.93Ca0.57Er0.4Cu2O8+z,tc,0.1,K,Yes,0.1,,
PR05006929,Bi2.1Sr1.93Ca0.57Pr0.4Cu2O8+z,tc,0.1,K,Yes,0.1,,
PR05006929,Bi2.1Sr1.93Ca0.67Er0.3Cu2O8+z,tc,36.4,K,Yes,36.4,,
PR05006929,Bi2.1Sr1.93Ca0.67Gd0.3Cu2O8+z,tc,19.1,K,Yes,19.1,,
PR05006929,Bi2.1Sr1.93Ca0.67Pr0.3Cu2O8+z,tc,30.3,K,Yes,30.3,,
PR05006929,Bi2.1Sr1.93Ca0.72Er0.25Cu2O8+z,tc,51.7,K,Yes,51.7,,
PR05006929,Bi2.1Sr1.93Ca0.72Pr0.25Cu2O8+z,tc,47.4,K,Yes,47.4,,
PR05006929,Bi2.1Sr1.93Ca0.77Er0.2Cu2O8+z,tc,61.9,K,Yes,61.9,,
PR05006929,Bi2.1Sr1.93Ca0.77Gd0.2Cu2O8+z,tc,49.6,K,Yes,49.6,,
PR05006929,Bi2.1Sr1.93Ca0.77Pr0.2Cu2O8+z,tc,57.0,K,Yes,57,,
PR05006929,Bi2.1Sr1.93Ca0.82Er0.15Cu2O8+z,tc,69.7,K,Yes,69.7,,
PR05006929,Bi2.1Sr1.93Ca0.82Gd0.15Cu2O8+z,tc,60.9,K,Yes,60.9,,
PR05006929,Bi2.1Sr1.93Ca0.87Er0.1Cu2O8+z,tc,66.6,K,Yes,66.6,,
PR05006929,Bi2.1Sr1.93Ca0.87Gd0.1Cu2O8+z,tc,63.3,K,Yes,63.3,,
PR05006929,Bi2.1Sr1.93Ca0.87Pr0.1Cu2O8+z,tc,70.0,K,Yes,70,,
PR05006929,Bi2.1Sr1.93Ca0.92Er0.05Cu2O8+z,tc,68.2,K,Yes,68.2,,
PR05006929,Bi2.1Sr1.93Ca0.92Gd0.05Cu2O8+z,tc,78.6,K,Yes,78.6,,
PR05006929,Bi2.1Sr1.93Ca0.92Pr0.05Cu2O8+z,tc,70.6,K,Yes,70.6,,
PR05006929,Bi2.1Sr1.93Ca0.97Cu2O8+z,tc,76.2,K,Yes,76.2,,
PRL0673152,Bi2.1Sr1.94Ca0.88Cu2.07O8+Z,tc,90.0,K,Yes,90,,
PR05311825,Bi2.1Sr1.9Ca0.74Cu2Oz,tc,88.0,K,Yes,88,,
PHC2530102,Bi2.1Sr1.9Ca1Cu1.988Zn0.012OZ,tc,84.0,K,Yes,84,,
PHC2530102,Bi2.1Sr1.9Ca1Cu1.98Zn0.02Oz,tc,82.0,K,Yes,82,,
P063014504,Bi2.1Sr1.9Ca1Cu2O8+z,tc,90.5,K,Yes,90.5,,
PHC2530102,Bi2.1Sr1.9Ca1Cu2Oz,tc,90.0,K,Yes,90,,
JJP046L167,Bi2.1Sr1.9Cu1O6+z,tc,6.8,K,Yes,6.8,,
PHC2230057,Bi2.1Sr1.9Cu1Oz,tc,7.0,K,Yes,7,,
PHC3540363,Bi2.1Sr2.1Ca0.8Cu1.8Ni0.2S0.2Oz,tc,78.0,K,Yes,78,,
PHC3540363,Bi2.1Sr2.1Ca0.8Cu1.98Ni0.02S0.02Oz,tc,80.0,K,Yes,80,,
PHC3540363,Bi2.1Sr2.1Ca0.8Cu1.9Ni0.1S0.1Oz,tc,78.0,K,Yes,78,,
PHC3540363,Bi2.1Sr2.1Ca0.8Cu2Oz,tc,88.0,K,Yes,88,,
PHC1560292,Bi2.1Sr2Ca1Cu2O8+z,tc,89.0,K,Yes,89,,
PR04913119,Bi2.25Sr1.75Cu1O6.21,tcn,14.0,K,No,,14,
PRB0389280,Bi2.2Ca1Sr1.9Cu2O8+X,tc,86.5,K,Yes,86.5,,
PHC2640220,Bi2.2Sr0.8Cu1O6+z,tcn,4.2,K,No,,4.2,
PHC3830445,Bi2.2Sr1.72La0.08Ca1Cu2O8,tc,84.7,K,Yes,84.7,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu1.25Na0.9O8+Z,tc,86.0,K,Yes,86,,
PHC1680309,Bi2.2Sr1.8Ca1.05Cu1.45Li0.7OZ,tc,91.0,K,Yes,91,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu1.45Na0.7O8+Z,tc,90.0,K,Yes,90,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu1.55Na0.6O8+Z,tc,91.0,K,Yes,91,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu1.65Na0.5O8+Z,tc,90.0,K,Yes,90,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu1.75Na0.4O8+Z,tc,89.0,K,Yes,89,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu1.85Na0.3O8+Z,tc,88.0,K,Yes,88,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu1.95Na0.2O8+Z,tc,87.0,K,Yes,87,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu2.05Na0.1O8+Z,tc,86.0,K,Yes,86,,
PHC1900160,Bi2.2Sr1.8Ca1.05Cu2.15O8+Z,tc,82.0,K,Yes,82,,
PRB079064507,Bi2.2Sr1.8Ca1Cu2O8+z,tc,92.0,K,Yes,92,,PRB079064507
PRB0392255,Bi2.2Sr1.8Ca1Cu2OY,tc,90.0,K,Yes,90,,
PR04913119,Bi2.2Sr1.8Cu1Oz,tcn,14.0,K,No,,14,
PRB0380893,Bi2.2Sr2Ca0.8Cu2O8+Z,tc,87.0,K,Yes,87,,
PRB0389272,Bi2.2Sr2Ca1.8Cu3OZ,tc,30.0,K,Yes,30,,
PR04913119,Bi2.35Sr1.65Cu1O6.23,tcn,14.0,K,No,,14,
PR04913119,Bi2.3Sr1.7Cu1Oz,tcn,14.0,K,No,,14,
PHC1760445,Bi2.4Pb0.6Sr2Ca0.6Nd0.4Cu2O8+Z,tc,77.0,K,Yes,77,,
PHC2640220,Bi2.4Sr1.6Cu1O6+z,tcn,4.2,K,No,,4.2,
PR04913119,Bi2.4Sr1.6Cu1Oz,tcn,14.0,K,No,,14,
PRB0389272,Bi2.4Sr2Ca1.6Cu3OZ,tc,70.0,K,Yes,70,,
SST0090761,Bi2.6Pb0.8V0.6Sr4Ca5Cu7Oz,tc,110.8,K,Yes,110.8,,
SST0090761,Bi2.8Pb0.8V0.4Sr4Ca5Cu7Oz,tc,111.0,K,Yes,111,,
JPS087025003,Bi2.95La0.05S3O2,tc,4.44,K,Yes,4.44,,
JPS087025003,Bi2.95Y0.05S3O2,tc,4.93,K,Yes,4.93,,
SSC0690739,Bi2Ba1La1Cu1O6.5,tcn,4.2,K,No,,4.2,
SSC0710663,Bi2Ba3Co2OZ,tcn,4.2,K,No,,4.2,
PCCP01821737,Bi2Ca1,tc,2.0,K,Yes,2,,
SSC0690739,Bi2Ca1La1Cu1O6.5,tcn,4.2,K,No,,4.2,
PRB0394693,Bi2Ca1Sr2Cu2O8,tc,88.5,K,Yes,88.5,,
PHC1810068,Bi2Ca2.5Eu0.5Cu2O8.31,tc,7.0,K,Yes,7,,
PHC1810068,Bi2Ca2.5Gd0.5Cu2O8.33,tc,4.0,K,Yes,4,,
PHC1810068,Bi2Ca2.5Nd0.5Cu2O8.43,tc,33.5,K,Yes,33.5,,
PHC1810068,Bi2Ca2.5Pr0.5Cu2O8.53,tc,45.0,K,Yes,45,,
PHC1810068,Bi2Ca2.5Sm0.5Cu2O8.33,tc,22.0,K,Yes,22,,
SSC0710663,Bi2Ca3Co2OZ,tcn,4.2,K,No,,4.2,
11,Bi2Ce1,tcn,1.28,K,No,,1.28,
APE008023102,Bi2F0.2S2O0.8,tc,3.0,K,Yes,3,,APE008023102
APE008023102,Bi2F0.6S2O0.4,tc,5.1,K,Yes,5.1,,APE008023102
11,Bi2Ge1,tcn,1.28,K,No,,1.28,
606,Bi2Ir1,tc,3.96,K,Yes,3.96,,
LES0550103,Bi2La4Pb1,tc,2.3,K,Yes,2.3,,
LES0550103,Bi2La4Sn1,tcn,0.08,K,No,,0.08,
JP01804417,Bi2Ni3S2,tc,0.79,K,Yes,0.79,,
JP01804417,Bi2Ni3Se2,tc,0.73,K,Yes,0.73,,
PR05914080,Bi2Pb0.1Sr1.8Ca0.9Cu2OZ,tc,70.0,K,Yes,70,,
PR0416418,Bi2Pb0.1Sr1.9Cu1OY,tc,8.4,K,Yes,8.4,,
PHC2250235,Bi2Pb0.25Sr1.75Ca1Cu2O8+z,tc,77.0,K,Yes,77,,
PR0417217,Bi2Pb0.4Sr2Ca2.5Cu3.5OZ,tc,105.0,K,Yes,105,,
PHB1651601,Bi2Pb1Sr2Ca2Cu4OZ,tc,65.0,K,Yes,65,,
PRB092174404,Bi2Pd1,tc,5.4,K,Yes,5.4,,PRB092174404
P078024509,Bi2Pd3S2,tcn,0.35,K,No,,0.35,
P078024509,Bi2Pd3Se2,tc,0.96,K,Yes,0.96,,
PR06111332,Bi2Pr0.2Ca2.8Cu2O8+Z,tc,72.5,K,Yes,72.5,,
PR06111332,Bi2Pr0.3Ca2.7Cu2O8+Z,tc,67.0,K,Yes,67,,
PR06111332,Bi2Pr0.4Ca2.6Cu2O8+Z,tc,37.5,K,Yes,37.5,,
PR06111332,Bi2Pr0.5Ca2.5Cu2O8+Z,tc,30.0,K,Yes,30,,
PRB091174513,Bi2Rh3.5S2,tc,2.1,K,Yes,2.1,,PRB091174513
P075060503,Bi2Rh3Se2,tc,0.84,K,Yes,0.84,,
JPS084084703,Bi2S2F0.1O0.9,tc,4.43,K,Yes,4.43,,
JPS084084703,Bi2S2F0.5O0.5,tc,5.1,K,Yes,5.1,,
ACS1355372,Bi2S2O1,tcn,2.0,K,No,,2,
JPCM025362204,Bi2Se3,tc,8.2,K,Yes,8.2,,JPCM025362204
JPS0591921,Bi2Sr0.8La1.2Cu1O6+Z,tcn,4.2,K,No,,4.2,
JPS0591921,Bi2Sr0.9La1.1Cu1O6+Z,tcn,4.2,K,No,,4.2,
PRL0850638,Bi2Sr1.16La0.84Cu1O6+Z,tc,1.82,K,Yes,1.82,,PRL0850638
PRL0850638,Bi2Sr1.16La0.84Cu1OZ,tc,3.0,K,Yes,3,,PRL0850638
JPS0621017,Bi2Sr1.1Ca1.9Cu2O8.22,tc,76.5,K,Yes,76.5,,
PRL0850638,Bi2Sr1.24La0.76Cu1O6+Z,tc,12.1,K,Yes,12.1,,PRL0850638
PRL0850638,Bi2Sr1.24La0.76Cu1OZ,tc,13.0,K,Yes,13,,PRL0850638
PRL0850638,Bi2Sr1.27La0.73Cu1O6+Z,tc,14.0,K,Yes,14,,PRL0850638
PRL0850638,Bi2Sr1.27La0.73Cu1OZ,tc,14.0,K,Yes,14,,PRL0850638
JPS0621017,Bi2Sr1.2Ca1.8Cu2O8.199,tc,76.5,K,Yes,76.5,,
PHC1780110,Bi2Sr1.2La0.8Cu1O6+Z,tcn,4.2,K,No,,4.2,
P064172514,Bi2Sr1.34La0.66Cu0.978Zn0.022O6+z,tcn,0.5,K,No,,0.5,P064172514
P064172514,Bi2Sr1.34La0.66Cu0.995Zn0.005O6+z,tc,11.4,K,Yes,11.4,,P064172514
P064172514,Bi2Sr1.34La0.66Cu0.99Zn0.01O6+z,tc,8.0,K,Yes,8,,P064172514
PRL0850638,Bi2Sr1.34La0.66Cu1O6+Z,tc,22.0,K,Yes,22,,PRL0850638
P064172514,Bi2Sr1.34La0.66Cu1O6+z,tc,20.3,K,Yes,20.3,,P064172514
PRL0850638,Bi2Sr1.34La0.66Cu1OZ,tc,23.0,K,Yes,23,,PRL0850638
PHC2220233,Bi2Sr1.35Gd0.65Ca1Cu2O8+z,tcn,10.0,K,No,,10,
JPS0621017,Bi2Sr1.3Ca1.7Cu2O8.19,tc,76.5,K,Yes,76.5,,
PHC2340255,Bi2Sr1.3Eu0.7Cu1O6.408,tcn,5.0,K,No,,5,
PHC2340255,Bi2Sr1.3Gd0.7Cu1O6.402,tcn,5.0,K,No,,5,
PR06111321,Bi2Sr1.3La0.7Cu1O6+Z,tc,20.0,K,Yes,20,,PR06111321
PHC2340255,Bi2Sr1.3La0.7Cu1O6.422,tc,22.6,K,Yes,22.6,,
PHC2340255,Bi2Sr1.3Nd0.7Cu1O6.417,tc,14.2,K,Yes,14.2,,
PHC2340255,Bi2Sr1.3Pr0.7Cu1O6.412,tcn,5.0,K,No,,5,
PHC2340255,Bi2Sr1.3Sm0.7Cu1O6.405,tc,8.0,K,Yes,8,,
PHC2340255,Bi2Sr1.3Tb0.7Cu1O6.399,tcn,5.0,K,No,,5,
PHC2220233,Bi2Sr1.44Gd0.56Ca1Cu2O8+z,tc,4.0,K,Yes,4,,
JPS0621017,Bi2Sr1.4Ca1.6Cu2O8.2,tc,81.1,K,Yes,81.1,,
PHC2220233,Bi2Sr1.4Gd0.6Ca1Cu2O8+z,tcn,10.0,K,No,,10,
PHC1590105,Bi2Sr1.4La0.6Ca1Cu2O8+X,tc,25.5,K,Yes,25.5,,
PR05900192,Bi2Sr1.4La0.6Cu1O6+Z,tc,11.0,K,Yes,11,,PR05900192
PHC1810063,Bi2Sr1.4Li0.6Ca1Cu2O7.7,tc,94.0,K,Yes,94,,
PHC1650055,Bi2Sr1.5Ca1.5Cu2O8.19,tc,83.0,K,Yes,83,,
PHC1650055,Bi2Sr1.5Ca1.5Cu2O8.22,tc,73.0,K,Yes,73,,
PHC1650055,Bi2Sr1.5Ca1.5Cu2O8.25,tc,67.0,K,Yes,67,,
PHC2220233,Bi2Sr1.5Gd0.5Ca1Cu2O8+z,tc,21.6,K,Yes,21.6,,
P064172514,Bi2Sr1.5La0.5Cu0.984Zn0.016O6+z,tc,10.4,K,Yes,10.4,,P064172514
P064172514,Bi2Sr1.5La0.5Cu0.991Zn0.009O6+z,tc,17.9,K,Yes,17.9,,P064172514
P064172514,Bi2Sr1.5La0.5Cu0.995Zn0.005O6+z,tc,22.6,K,Yes,22.6,,P064172514
PR06111321,Bi2Sr1.5La0.5Cu1O6+Z,tc,28.0,K,Yes,28,,PR06111321
P064172514,Bi2Sr1.5La0.5Cu1O6+z,tc,30.8,K,Yes,30.8,,P064172514
PRL0823148,Bi2Sr1.5La0.5Cu1OZ,tc,8.2,K,Yes,8.2,,
PHC1760087,Bi2Sr1.5Pb0.5Cu1O6+Z,tcn,2.0,K,No,,2,
PRL0850638,Bi2Sr1.61La0.39Cu1O6+Z,tc,38.8,K,Yes,38.8,,PRL0850638
PRL0850638,Bi2Sr1.61La0.39Cu1OZ,tc,37.0,K,Yes,37,,PRL0850638
SST0140599,Bi2Sr1.65La0.35Cu1Oz,tc,32.5,K,Yes,32.5,,
PHC1740359,Bi2Sr1.6Ca1.2Dy0.2Cu2O8.26,tc,88.0,K,Yes,88,,
PHC1740359,Bi2Sr1.6Ca1.2Eu0.2Cu2O8.26,tc,87.1,K,Yes,87.1,,
PHC1740359,Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26,tc,87.1,K,Yes,87.1,,
PHC1740359,Bi2Sr1.6Ca1.2La0.2Cu2O8.27,tc,86.0,K,Yes,86,,
PHC1740359,Bi2Sr1.6Ca1.2Lu0.2Cu2O8.26,tc,88.6,K,Yes,88.6,,
