paper,material,property_name,property_value,property_unit,definition
Paper_1,Ru7B3,Hc1 at given temperature for single crystal H//ab-plane,68,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 4 N. KASE and J. AKIMITSU 044710-4 J. Phys. Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 tional formula Hc1ðTÞ ¼ Hc1ð0Þ½1  ðT=TcÞ2, Hc1ð0Þ is estimated to be approximately 53 Oe for H k ½001 and 68 Oe for H k ½100."
Paper_1,Ru7B3,Hc1 at given temperature for single crystal H//ab-plane,68,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Superconducting and normal state parameters for Ru7B3. [100] [001] Transition temperature, Tc (K) 2.8 Thermodynamic critical ﬁeld, Hcð0Þ (Oe) 520 480 Critical ﬁeld, Hc1ð0Þ (Oe) 68 53 Upper critical ﬁeld, Hc2ð0Þ (kOe) 15.8 17.2 Penetration depth, ð0Þ (A˚ ) 3110 3520 Coherence length, ð0Þ (A˚ ) 144 138 Ginzburg–Landauy parameter, ð0Þ 21.6 25.5 T-linear coeﬃcient, n [mJ/(K2 mol)] 43.7 Debye temperature, DðKÞ 640 Superconducting energy gap, ð0Þ (meV) 0.38 Ce= nTc 1.4 2ð0Þ=kBTc 3.3 J. Phys."
Paper_11,LaRu2P2,Hc1 at given temperature for single crystal H//ab-plane,114,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the We estimated the demagnetizing factors to be 0.04 and 0.92 for the magnetic ﬁeld parallel and perpendicular to the plane, respectively. The value of Hc1 is about 114 and 100 Oe at 1.8 K for H parallel and perpendicular to the plane, respectively."
Paper_11,LaRu2P2,Hc1 at given temperature for single crystal H//ab-plane,230,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Both the upper and lower critical ﬁelds show the isotropic superconductivity in LaRu2P2. The magnitude of the upper and lower critical ﬁelds was estimated to be about 1140 and 230 Oe at zero temperature, which is of the same order of magnitude as the other conventional ThCr2Si2-type superconductors."
Paper_2,β-IrSn4,Hc1 at given temperature for single crystal H//ab-plane,3,mT,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the If β-IrSn4 is considered as a type-II superconductor then one can estimate the lower critical ﬁeld µ0Hc1 and the upper critical ﬁeld µ0Hc2. µ0Hc1 = 3 mT, if is deﬁned as the ﬁeld where the deviation of the M(H) curve from linearity in the Meissner state sets in, while µ0Hc2 = 6.5 mT at 0.5 K, determined as the intersection between linear interpolations of the magnetization in the superconducting and normal states."
Paper_4,"HfMSi (M=Pt, Pd) and HfRh",Hc1 at given temperature for single crystal H//ab-plane,10,Oe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 7, the of magnetization measurements. 6 shows the tempera- lower critical ﬁeld H at 1.7 K was determined to be 10 c1 ture dependence of magnetization measured for a specimen Oe."
Paper_4,"HfMSi (M=Pt, Pd) and HfRh",Hc1 at given temperature for single crystal H//ab-plane,557,Oe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 56 S. Yashiro et al. / Journal of Alloys and Compounds 298 (2000) 51–58 K. H (0)557 Oe and H (0)55.4 kOe were obtained by transition cannot be observed at temperatures down to 1.5 c1 c2 linear extrapolation."
Paper_1,Ru7B3,Hc1 at given temperature for single crystal H//c-axis,53.0,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 4 N. KASE and J. AKIMITSU 044710-4 J. Phys. Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 tional formula Hc1ðTÞ ¼ Hc1ð0Þ½1  ðT=TcÞ2, Hc1ð0Þ is estimated to be approximately 53 Oe for H k ½001 and 68 Oe for H k ½100."
Paper_1,Ru7B3,Hc1 at given temperature for single crystal H//c-axis,53.0,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Superconducting and normal state parameters for Ru7B3. [100] [001] Transition temperature, Tc (K) 2.8 Thermodynamic critical ﬁeld, Hcð0Þ (Oe) 520 480 Critical ﬁeld, Hc1ð0Þ (Oe) 68 53 Upper critical ﬁeld, Hc2ð0Þ (kOe) 15.8 17.2 Penetration depth, ð0Þ (A˚ ) 3110 3520 Coherence length, ð0Þ (A˚ ) 144 138 Ginzburg–Landauy parameter, ð0Þ 21.6 25.5 T-linear coeﬃcient, n [mJ/(K2 mol)] 43.7 Debye temperature, DðKÞ 640 Superconducting energy gap, ð0Þ (meV) 0.38 Ce= nTc 1.4 2ð0Þ=kBTc 3.3 J. Phys."
Paper_11,LaRu2P2,Hc1 at given temperature for single crystal H//c-axis,114.0,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the We estimated the demagnetizing factors to be 0.04 and 0.92 for the magnetic ﬁeld parallel and perpendicular to the plane, respectively. The value of Hc1 is about 114 and 100 Oe at 1.8 K for H parallel and perpendicular to the plane, respectively."
Paper_11,LaRu2P2,Hc1 at given temperature for single crystal H//c-axis,230.0,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Both the upper and lower critical ﬁelds show the isotropic superconductivity in LaRu2P2. The magnitude of the upper and lower critical ﬁelds was estimated to be about 1140 and 230 Oe at zero temperature, which is of the same order of magnitude as the other conventional ThCr2Si2-type superconductors."
Paper_4,"HfMSi (M=Pt, Pd) and HfRh",Hc1 at given temperature for single crystal H//c-axis,10.0,Oe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 7, the of magnetization measurements. 6 shows the tempera- lower critical ﬁeld H at 1.7 K was determined to be 10 c1 ture dependence of magnetization measured for a specimen Oe."
Paper_4,"HfMSi (M=Pt, Pd) and HfRh",Hc1 at given temperature for single crystal H//c-axis,557.0,Oe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 56 S. Yashiro et al. / Journal of Alloys and Compounds 298 (2000) 51–58 K. H (0)557 Oe and H (0)55.4 kOe were obtained by transition cannot be observed at temperatures down to 1.5 c1 c2 linear extrapolation."
Paper_9,YBa2Cu3O7,Hc1 at given temperature for single crystal H//c-axis,1.24,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ 5(a), the failing of the high-field GL approximation manifests itself in a notable field depen- dence of the slope dU&/dT at constant temperature. However, the value of sc obtained from the fitting pro- cedure strongly increases with temperature for T& 87 K. 0.020 0.015-- YBa2Cu307 6 ~ 0010 I 0.005 x=75 H, (0) = 1.24 T TG(0) = 93.8 K 0.000 30 I I I I I I I I I I I 10 20 30 40 50 60 H' 20— 0 80 T (K3 90 95 FIG."
Paper_1,Ru7B3,measuring temperature,1.8–4.0,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The single crystals were grown by the Czochralski pulling method using the tetra-arc furnace in Ar atmosphere and growth rate was set to 10 mm/h. Magnetic susceptibility and magnetization measurements were performed using a SQUID magnetom- eter (Quantum Design MPMSR2) in a temperature range of 1.8–4.0 K under various applied magnetic ﬁelds."
Paper_1,Ru7B3,measuring temperature,1.8–4.0,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Magnetic susceptibility and magnetization measurements were performed using a SQUID magnetom- eter (Quantum Design MPMSR2) in a temperature range of 1.8–4.0 K under various applied magnetic ﬁelds. Electrical resistivity was measured by a conventional DC four-probe method in a temperature range of 2.0–300 K under zero and various applied magnetic ﬁelds."
Paper_1,Ru7B3,measuring temperature,2.0–300,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Electrical resistivity was measured by a conventional DC four-probe method in a temperature range of 2.0–300 K under zero and various applied magnetic ﬁelds. The Speciﬁc heat measurements were performed with a PPMS system (Quantum Design) equipped with a 3He refrigerator in a temperature range of 0.5–4.0 K under zero and various magnetic ﬁelds."
Paper_1,Ru7B3,measuring temperature,3.3,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The lattice constants of the single crystal Ru7B3 were determined to be approximately a ¼ 7:441ð5Þ A˚ and c ¼ 4:700ð4Þ A˚ , respec- tively. The results are slightly narrower than those of polycrystalline sample (Tc ¼ 3:3 K)."
Paper_1,Ru7B3 (polycrystalline sample),measuring temperature,3.3,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 3.2 Magnetic response The bulk nature of superconductivity in Ru7B3 was conﬁrmed in the dc magnetic susceptibility ðTÞ as shown in Fig. The low-ﬁeld susceptibility displays a strong diamagnetic signal due to a superconducting transition temperature with Tonset c ¼ 2:8 K. We conﬁrmed that the polycrystalline sample shows Tonset c ¼ 3:3 K, being slightly higher than that of the single-crystal sample."
Paper_1,Ru7B3,measuring temperature,1.9,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 What causes the diﬀerence in Tc might depend on the lack of Boron from the stoichiometry such as Ln2C3 (Ln = Y, La)14–17) or NbB2.18–22) The fractional contraction of the lattice constants for the single crystals also supports the scenario. Figure 3 shows the M–H curves of the sample at 1.9 K. The magnetization (M–H) curves indicate a typical type-II superconducting behavior."
Paper_1,Ru7B3,measuring temperature,2.0,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The lower critical ﬁeld Hc1ð0Þ at zero temper- ature is discussed in §3.5. 3.3 Electrical resistivity Figure 4 shows electrical resistivity as a function of temperature between 2.0 and 300 K. The onset and zero- resistivity temperatures were observed to be 2.95 and 2.8 K, respectively."
Paper_1,Ru7B3,measuring temperature,300,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The room-temperature resistivity (300 K) is approximately 97 m cm and the residual resistivity just above Tc, (res), is 26 m cm for J k ½100, and (300 K) = 55 m cm, and (res) = 14 m cm for J k ½001. The residual resistivity ratio (RRR), therefore, is (300 K)/(res) = 3.7 for J k ½100 and 3.9 for J k ½001."
Paper_1,Ru7B3,measuring temperature,1.8,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 (Color online) Temperature dependence of magnetic susceptibility ðTÞ normalized by (T ¼ 1:8 K) under an applied magnetic ﬁeld of 10 Oe for polycrystalline and single-crystal samples of Ru7B3. (Color online) Magnetization curves vs magnetic ﬁelds MðHÞ at several temperatures along [001] and [100]."
Paper_1,Ru7B3,measuring temperature,120,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Using the ﬁtting result, we estimate the phonon excitation energies of E1 and E2 to be 10 meV for J k ½001, and 11–12 meV for J k ½100, respectively. Therefore, thermal phonons with energies of 10 meV (120 K) for J k ½001 and 11–12 meV (130{140 K) for J k ½100, are much smaller than the Debye temperature D ¼ 640 K (see below)."
Paper_1,Ru7B3,measuring temperature,640,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration. A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol)."
Paper_1,Ru7B3,measuring temperature,2.0–300,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The down panel shows the temperature dependence of the speciﬁc heat C under 0 and 20 kOe. (Color online) The temperature dependence of the electrical resistivity ðTÞ of Ru7B3 between 2.0 and 300 K. The solid lines are the ﬁtting results of eqs."
Paper_1,Ru7B3,measuring temperature,2.8,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 We have prepared a nonstoichiometric polycrystalline specimen, which is used in the present experiments as a sample with a nominal Ru/B ratio of 2.0 corresponding to excess boron. Thus, the localization eﬀect induced by a deviation in stoichiometric Ru/B ratio also aﬀects the temperature dependence of Hc2 for Ru7B3 (Tc  2:8 K), similarly to that of Hc2ð0Þ for NbB2.35) The lower critical ﬁeld Hc1ð0Þ is obtained from the M–H measurements at various temperatures."
