sentence,passage,doi
Measurement at T = 4.3 K. Measurement at T = 77 K. 50 FREQUENCY DEPENDENCE OF THE SURFACE IMPEDANCE OF.,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence 2 0.3 90.4 1.2 x 10"" 0.22 90.3 4.22 1.18 2.7x10 ' dc properties d Tc po p1 Jc0 (pm) (R = 0) (pO cm) (y,O cm K ') (A/cm ) f (GHz) 1.46 1.46 14.6 1.24 1.24 12.4 rf properties T R (K) (fl) 6.7 6.75 x 10 77 200 x 10 4.3 2.00 x 10 6.7 1.95 x 10 77 1.28 x 10 4.3 1.50 x 10 1700 1700 Micro@rave measurements give T 89.5 K. The critical temperature T eras determined &om the St of the f(T) data to the two-tuid model. Measurement at T = 4.3 K. Measurement at T = 77 K. 50 FREQUENCY DEPENDENCE OF THE SURFACE IMPEDANCE OF.",Paper_13
1181 P(T) = Pp + PgT (6) was determined in a dc measurement using a four-point technique on a separate 61m of similar quality.,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence Measurement at T = 4.3 K. Measurement at T = 77 K. 50 FREQUENCY DEPENDENCE OF THE SURFACE IMPEDANCE OF. 1181 P(T) = Pp + PgT (6) was determined in a dc measurement using a four-point technique on a separate 61m of similar quality.",Paper_13
"II we have experimentally verified that at 6elds of 0.1 T and greater, uniform penetration of flux through the ground planes has occurred and the field seen by the center conductor is uniform and equal to the applied 6eld.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence 1181 P(T) = Pp + PgT (6) was determined in a dc measurement using a four-point technique on a separate 61m of similar quality. II we have experimentally verified that at 6elds of 0.1 T and greater, uniform penetration of flux through the ground planes has occurred and the field seen by the center conductor is uniform and equal to the applied 6eld.",Paper_13
"This experimen- tal situation was initially modelled by Campbell ' who considered the case of a small variable 6eld b,g sinut su- perimposed on a large static 6eld B)) b,f, both of which were parallel to the surface of the superconductor with B ~~ b,f (note that the geometry used in the experiments reported here is B J b,r).","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence II we have experimentally verified that at 6elds of 0.1 T and greater, uniform penetration of flux through the ground planes has occurred and the field seen by the center conductor is uniform and equal to the applied 6eld. This experimen- tal situation was initially modelled by Campbell ' who considered the case of a small variable 6eld b,g sinut su- perimposed on a large static 6eld B)) b,f, both of which were parallel to the surface of the superconductor with B ~~ b,f (note that the geometry used in the experiments reported here is B J b,r).",Paper_13
"Campbell introduced a new screening length, the pinning penetra- tion depth A~, to describe the ac-6eld penetration within the superconductor.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence This experimen- tal situation was initially modelled by Campbell ' who considered the case of a small variable 6eld b,g sinut su- perimposed on a large static 6eld B)) b,f, both of which were parallel to the surface of the superconductor with B ~~ b,f (note that the geometry used in the experiments reported here is B J b,r). Campbell introduced a new screening length, the pinning penetra- tion depth A~, to describe the ac-6eld penetration within the superconductor.",Paper_13
"Recent studiess ~P 2s generalize Campbell's penetra- tion depth, in various geometries (including the B J b,g configuration used in our measurements), to include the influence of Bux pinning, Bux viscous drag, Bux creep, and the response of normal quasiparticle excitations.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence Campbell introduced a new screening length, the pinning penetra- tion depth A~, to describe the ac-6eld penetration within the superconductor. Recent studiess ~P 2s generalize Campbell's penetra- tion depth, in various geometries (including the B J b,g configuration used in our measurements), to include the influence of Bux pinning, Bux viscous drag, Bux creep, and the response of normal quasiparticle excitations.",Paper_13
"Be- cause of Bux-line viscous drag and Bux creep, the &e- quency enters the 6nal expression for the microwave pen- etration depth in the presence of vortices, A „which is a complex quantity.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence Recent studiess ~P 2s generalize Campbell's penetra- tion depth, in various geometries (including the B J b,g configuration used in our measurements), to include the influence of Bux pinning, Bux viscous drag, Bux creep, and the response of normal quasiparticle excitations. Be- cause of Bux-line viscous drag and Bux creep, the &e- quency enters the 6nal expression for the microwave pen- etration depth in the presence of vortices, A „which is a complex quantity.",Paper_13
There is little experimental evidence about the exact nature of the pinning sites in YBCO thin 61ms and it would be rea- sonable to assume some randomness in the heights of the energy barriers between the potential minima where vor- tices are pinned.,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence Be- cause of Bux-line viscous drag and Bux creep, the &e- quency enters the 6nal expression for the microwave pen- etration depth in the presence of vortices, A „which is a complex quantity. There is little experimental evidence about the exact nature of the pinning sites in YBCO thin 61ms and it would be rea- sonable to assume some randomness in the heights of the energy barriers between the potential minima where vor- tices are pinned.",Paper_13
"In the Coftey-Clem model, the pinning potential U(T, B) is assumed to be periodic and to have the form U(z, T, B) = ' I —cos(2+x/a~) Up(T, B) 2 where az is the spacing between pinning sites.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence There is little experimental evidence about the exact nature of the pinning sites in YBCO thin 61ms and it would be rea- sonable to assume some randomness in the heights of the energy barriers between the potential minima where vor- tices are pinned. In the Coftey-Clem model, the pinning potential U(T, B) is assumed to be periodic and to have the form U(z, T, B) = ' I —cos(2+x/a~) Up(T, B) 2 where az is the spacing between pinning sites.",Paper_13
We deduce that )9 U(x T B) ( / )RUp N*' where E is the characteristic length of a moving vortex.,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence In the Coftey-Clem model, the pinning potential U(T, B) is assumed to be periodic and to have the form U(z, T, B) = ' I —cos(2+x/a~) Up(T, B) 2 where az is the spacing between pinning sites. We deduce that )9 U(x T B) ( / )RUp N*' where E is the characteristic length of a moving vortex.",Paper_13
"(8)] through the term Fz (x,t).s ~P 2s In this framework Coffey and Clem calculated that Here, Ac is the Campbell penetration depth given by makes it clear that the vortex dynamics have a direct in- Buence on the measured surface resistance and microwave penetration depth A' which in an applied dc magnetic field is equal to Re(A, ).","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence We deduce that )9 U(x T B) ( / )RUp N*' where E is the characteristic length of a moving vortex. (8)] through the term Fz (x,t).s ~P 2s In this framework Coffey and Clem calculated that Here, Ac is the Campbell penetration depth given by makes it clear that the vortex dynamics have a direct in- Buence on the measured surface resistance and microwave penetration depth A' which in an applied dc magnetic field is equal to Re(A, ).",Paper_13
"P To de6ne all the quantities that are discussed below, we examine the vortex equation of mo- tion (per unit length), which was the basis of the deriva- tion of A, : gu(x, t) + F„(x,t) = J(x, t) x Bgp + F~(x, t).","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence (8)] through the term Fz (x,t).s ~P 2s In this framework Coffey and Clem calculated that Here, Ac is the Campbell penetration depth given by makes it clear that the vortex dynamics have a direct in- Buence on the measured surface resistance and microwave penetration depth A' which in an applied dc magnetic field is equal to Re(A, ). P To de6ne all the quantities that are discussed below, we examine the vortex equation of mo- tion (per unit length), which was the basis of the deriva- tion of A, : gu(x, t) + F„(x,t) = J(x, t) x Bgp + F~(x, t).",Paper_13
"(8), q is the viscous drag coeflicient in the absence of pinning and flux creep, u is the vortex displacement &om its equilibrium pinning site, Fz is the restoring force due to the pinning potential, J is the current density, 4)p (I2) and the penetration depth in the absence of vortices, the London penetration depth A, is given by where B 2 is the upper critical field and the pinning &e- quency is uz ——n„/q) while b„fis the normal-fluid skin depth given by (I4) 1182 SYI.VIE REVENAZ et al.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence P To de6ne all the quantities that are discussed below, we examine the vortex equation of mo- tion (per unit length), which was the basis of the deriva- tion of A, : gu(x, t) + F„(x,t) = J(x, t) x Bgp + F~(x, t). (8), q is the viscous drag coeflicient in the absence of pinning and flux creep, u is the vortex displacement &om its equilibrium pinning site, Fz is the restoring force due to the pinning potential, J is the current density, 4)p (I2) and the penetration depth in the absence of vortices, the London penetration depth A, is given by where B 2 is the upper critical field and the pinning &e- quency is uz ——n„/q) while b„fis the normal-fluid skin depth given by (I4) 1182 SYI.VIE REVENAZ et al.",Paper_13
"(11) involving Bessel functions are 1.5x10 3 1.0— and (16) 0.5— p,t ~0 ~ +@a pvi c «C 1T Here, v = Up(T, B)/2k~T, while Ip(v) and Ii(v) are modified Bessel functions of the first kind.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence (8), q is the viscous drag coeflicient in the absence of pinning and flux creep, u is the vortex displacement &om its equilibrium pinning site, Fz is the restoring force due to the pinning potential, J is the current density, 4)p (I2) and the penetration depth in the absence of vortices, the London penetration depth A, is given by where B 2 is the upper critical field and the pinning &e- quency is uz ——n„/q) while b„fis the normal-fluid skin depth given by (I4) 1182 SYI.VIE REVENAZ et al. (11) involving Bessel functions are 1.5x10 3 1.0— and (16) 0.5— p,t ~0 ~ +@a pvi c «C 1T Here, v = Up(T, B)/2k~T, while Ip(v) and Ii(v) are modified Bessel functions of the first kind.",Paper_13
"A charac- teristic relaxation time r for the vortices is given by 0 0 20 40 60 0~T i 80 100 1 1 Ip2 (v) —1 f("")= (u„Ip(v)Ii(v) Two characteristic frequencies may be defined: (o&/il)Ii(v)/Ip(v) and cu, = up/[Ip(v) —1]i~ .","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence (11) involving Bessel functions are 1.5x10 3 1.0— and (16) 0.5— p,t ~0 ~ +@a pvi c «C 1T Here, v = Up(T, B)/2k~T, while Ip(v) and Ii(v) are modified Bessel functions of the first kind. A charac- teristic relaxation time r for the vortices is given by 0 0 20 40 60 0~T i 80 100 1 1 Ip2 (v) —1 f("")= (u„Ip(v)Ii(v) Two characteristic frequencies may be defined: (o&/il)Ii(v)/Ip(v) and cu, = up/[Ip(v) —1]i~ .",Paper_13
(11) depends strongly on frequency.,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence A charac- teristic relaxation time r for the vortices is given by 0 0 20 40 60 0~T i 80 100 1 1 Ip2 (v) —1 f("")= (u„Ip(v)Ii(v) Two characteristic frequencies may be defined: (o&/il)Ii(v)/Ip(v) and cu, = up/[Ip(v) —1]i~ . (11) depends strongly on frequency.",Paper_13
"As the high-frequency limit is approached, Re(A, )/Im(A, ) decreases and approaches 1 as in a normal metal.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence (11) depends strongly on frequency. As the high-frequency limit is approached, Re(A, )/Im(A, ) decreases and approaches 1 as in a normal metal.",Paper_13
"These results of the Coffey- Clem model are strictly valid in the case of a semi-infinite medium, where the superconductor fills the half space y ) 0.","PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence As the high-frequency limit is approached, Re(A, )/Im(A, ) decreases and approaches 1 as in a normal metal. These results of the Coffey- Clem model are strictly valid in the case of a semi-infinite medium, where the superconductor fills the half space y ) 0.",Paper_13
(5)] and through the penetration-depth depen- dence of the inductance L (A') in the calculation of A' [see Eq.,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence These results of the Coffey- Clem model are strictly valid in the case of a semi-infinite medium, where the superconductor fills the half space y ) 0. (5)] and through the penetration-depth depen- dence of the inductance L (A') in the calculation of A' [see Eq.",Paper_13
1 at the funda- mental frequency (f = 1.46 GHz) at various magnetic fields as a function of temperature.,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence (5)] and through the penetration-depth depen- dence of the inductance L (A') in the calculation of A' [see Eq. 1 at the funda- mental frequency (f = 1.46 GHz) at various magnetic fields as a function of temperature.",Paper_13
